Date,Symbol,Open,High,Low,Close,Volume
2023-11-13,AMZN,142.08,143.23,140.67,142.59,35687886.0
2023-11-13,AMZN,142.08,143.23,140.67,142.59,35687886.0
2023-11-14,AMZN,145.0,147.26,144.68,145.8,56686774.0
2023-11-14,AMZN,145.0,147.26,144.68,145.8,56686774.0
2023-11-15,AMZN,147.06,147.29,142.59,143.2,63880262.0
2023-11-15,AMZN,147.06,147.29,142.59,143.2,63880262.0
2023-11-16,AMZN,140.91,143.32,139.52,142.83,49661076.0
2023-11-16,AMZN,140.91,143.32,139.52,142.83,49661076.0
2023-11-17,AMZN,142.66,145.23,142.545,145.18,49678439.0
2023-11-17,AMZN,142.66,145.23,142.545,145.18,49678439.0
2023-11-20,AMZN,145.13,146.63,144.725,146.13,41983492.0
2023-11-20,AMZN,145.13,146.63,144.725,146.13,41983492.0
2023-11-21,AMZN,143.91,144.05,141.5,143.9,71231023.0
2023-11-21,AMZN,143.91,144.05,141.5,143.9,71231023.0
2023-11-22,AMZN,144.57,147.74,144.57,146.71,45702159.0
2023-11-22,AMZN,144.57,147.74,144.57,146.71,45702159.0
2023-11-24,AMZN,146.7,147.2,145.32,146.74,22378381.0
2023-11-24,AMZN,146.7,147.2,145.32,146.74,22378381.0
2023-11-27,AMZN,147.53,149.26,146.88,147.73,53766086.0
2023-11-27,AMZN,147.53,149.26,146.88,147.73,53766086.0
2023-11-28,AMZN,146.98,147.5999,145.53,147.03,42718801.0
2023-11-28,AMZN,146.98,147.5999,145.53,147.03,42718801.0
2023-11-29,AMZN,147.85,148.54,145.97,146.32,40613980.0
2023-11-29,AMZN,147.85,148.54,145.97,146.32,40613980.0
2023-11-30,AMZN,144.76,146.93,144.332,146.09,65818642.0
2023-11-30,AMZN,144.76,146.93,144.332,146.09,65818642.0
2023-12-01,AMZN,146.0,147.245,145.55,147.03,39951835.0
2023-12-01,AMZN,146.0,147.245,145.55,147.03,39951835.0
2023-12-04,AMZN,145.25,145.35,142.81,144.84,48295340.0
2023-12-04,AMZN,145.25,145.35,142.81,144.84,48295340.0
2023-12-05,AMZN,143.55,148.57,143.13,146.88,46829454.0
2023-12-05,AMZN,143.55,148.57,143.13,146.88,46829454.0
2023-12-06,AMZN,147.58,147.85,144.28,144.52,39681579.0
2023-12-06,AMZN,147.58,147.85,144.28,144.52,39681579.0
2023-12-07,AMZN,146.15,147.92,145.34,146.88,52354935.0
2023-12-07,AMZN,146.15,147.92,145.34,146.88,52354935.0
2023-12-08,AMZN,145.48,147.84,145.4,147.42,41905965.0
2023-12-08,AMZN,145.48,147.84,145.4,147.42,41905965.0
2023-12-11,AMZN,145.66,146.19,143.64,145.89,50917137.0
2023-12-11,AMZN,145.66,146.19,143.64,145.89,50917137.0
2023-12-12,AMZN,145.52,147.5,145.3,147.48,44953601.0
2023-12-12,AMZN,145.52,147.5,145.3,147.48,44953601.0
2023-12-13,AMZN,148.12,149.46,146.82,148.84,52767166.0
2023-12-13,AMZN,148.12,149.46,146.82,148.84,52767166.0
2023-12-14,AMZN,149.93,150.54,145.52,147.42,58403710.0
2023-12-14,AMZN,149.93,150.54,145.52,147.42,58403710.0
2023-12-15,AMZN,148.38,150.57,147.88,149.97,110089342.0
2023-12-15,AMZN,148.38,150.57,147.88,149.97,110089342.0
2023-12-18,AMZN,150.56,154.855,150.05,154.07,62515868.0
2023-12-18,AMZN,150.56,154.855,150.05,154.07,62515868.0
2023-12-19,AMZN,154.4,155.12,152.69,153.79,43176530.0
2023-12-19,AMZN,154.4,155.12,152.69,153.79,43176530.0
2023-12-20,AMZN,152.9,155.63,151.56,152.12,50330348.0
2023-12-20,AMZN,152.9,155.63,151.56,152.12,50330348.0
2023-12-21,AMZN,153.3,153.97,152.1,153.84,36311565.0
2023-12-21,AMZN,153.3,153.97,152.1,153.84,36311565.0
2023-12-22,AMZN,153.77,154.35,152.71,153.42,29514093.0
2023-12-22,AMZN,153.77,154.35,152.71,153.42,29514093.0
2023-12-26,AMZN,153.56,153.975,153.03,153.41,25069259.0
2023-12-26,AMZN,153.56,153.975,153.03,153.41,25069259.0
2023-12-27,AMZN,153.56,154.78,153.12,153.34,31435661.0
2023-12-27,AMZN,153.56,154.78,153.12,153.34,31435661.0
2023-12-28,AMZN,153.72,154.08,152.95,153.38,27059987.0
2023-12-28,AMZN,153.72,154.08,152.95,153.38,27059987.0
2023-12-29,AMZN,153.1,153.89,151.03,151.94,39823204.0
2023-12-29,AMZN,153.1,153.89,151.03,151.94,39823204.0
2024-01-02,AMZN,151.54,152.38,148.39,149.93,47342997.0
2024-01-02,AMZN,151.54,152.38,148.39,149.93,47342997.0
2024-01-03,AMZN,149.2,151.05,148.33,148.47,49428811.0
2024-01-03,AMZN,149.2,151.05,148.33,148.47,49428811.0
2024-01-04,AMZN,145.59,147.38,144.05,144.57,56043009.0
2024-01-04,AMZN,145.59,147.38,144.05,144.57,56043009.0
2024-01-05,AMZN,144.69,146.59,144.53,145.24,45153189.0
2024-01-05,AMZN,144.69,146.59,144.53,145.24,45153189.0
2024-01-08,AMZN,146.74,149.4,146.15,149.1,46760967.0
2024-01-08,AMZN,146.74,149.4,146.15,149.1,46760967.0
2024-01-09,AMZN,148.33,151.71,148.21,151.37,43816462.0
2024-01-09,AMZN,148.33,151.71,148.21,151.37,43816462.0
2024-01-10,AMZN,152.06,154.42,151.881,153.73,44473689.0
2024-01-10,AMZN,152.06,154.42,151.881,153.73,44473689.0
2024-01-11,AMZN,155.04,157.17,153.12,155.18,49079757.0
2024-01-11,AMZN,155.04,157.17,153.12,155.18,49079757.0
2024-01-12,AMZN,155.39,156.2,154.01,154.62,40484155.0
2024-01-12,AMZN,155.39,156.2,154.01,154.62,40484155.0
2024-01-16,AMZN,153.53,154.99,152.15,153.16,41390767.0
2024-01-16,AMZN,153.53,154.99,152.15,153.16,41390767.0
2024-01-17,AMZN,151.49,152.15,149.91,151.71,34959922.0
2024-01-17,AMZN,151.49,152.15,149.91,151.71,34959922.0
2024-01-18,AMZN,152.77,153.775,151.82,153.5,37859159.0
2024-01-18,AMZN,152.77,153.775,151.82,153.5,37859159.0
2024-01-19,AMZN,153.83,155.76,152.74,155.34,51651628.0
2024-01-19,AMZN,153.83,155.76,152.74,155.34,51651628.0
2024-01-22,AMZN,156.89,157.05,153.9,154.78,43691258.0
2024-01-22,AMZN,156.89,157.05,153.9,154.78,43691258.0
2024-01-23,AMZN,154.85,156.21,153.93,156.02,37997601.0
2024-01-23,AMZN,154.85,156.21,153.93,156.02,37997601.0
2024-01-24,AMZN,157.8,158.51,156.48,156.87,48558946.0
2024-01-24,AMZN,157.8,158.51,156.48,156.87,48558946.0
2024-01-25,AMZN,156.95,158.505,154.5501,157.75,43669772.0
2024-01-25,AMZN,156.95,158.505,154.5501,157.75,43669772.0
2024-01-26,AMZN,158.42,160.72,157.91,159.12,51047353.0
2024-01-26,AMZN,158.42,160.72,157.91,159.12,51047353.0
2024-01-29,AMZN,159.34,161.29,158.9,161.26,45270185.0
2024-01-29,AMZN,159.34,161.29,158.9,161.26,45270185.0
2024-01-30,AMZN,160.7,161.73,158.49,159.0,45207269.0
2024-01-30,AMZN,160.7,161.73,158.49,159.0,45207269.0
2024-01-31,AMZN,157.0,159.01,154.81,155.2,50285371.0
2024-01-31,AMZN,157.0,159.01,154.81,155.2,50285371.0
2024-02-01,AMZN,155.87,159.76,155.62,159.28,76542419.0
2024-02-01,AMZN,155.87,159.76,155.62,159.28,76542419.0
2024-02-02,AMZN,169.19,172.5,167.33,171.81,117218313.0
2024-02-02,AMZN,169.19,172.5,167.33,171.81,117218313.0
2024-02-05,AMZN,170.2,170.55,167.7,170.31,55081297.0
2024-02-05,AMZN,170.2,170.55,167.7,170.31,55081297.0
2024-02-06,AMZN,169.39,170.71,167.65,169.15,42505518.0
2024-02-06,AMZN,169.39,170.71,167.65,169.15,42505518.0
2024-02-07,AMZN,169.48,170.88,168.94,170.53,47174060.0
2024-02-07,AMZN,169.48,170.88,168.94,170.53,47174060.0
2024-02-08,AMZN,169.65,171.43,168.88,169.84,42316454.0
2024-02-08,AMZN,169.65,171.43,168.88,169.84,42316454.0
2024-02-09,AMZN,170.9,175.0,170.5803,174.45,56985986.0
2024-02-09,AMZN,170.9,175.0,170.5803,174.45,56985986.0
2024-02-12,AMZN,174.8,175.39,171.54,172.34,51050440.0
2024-02-12,AMZN,174.8,175.39,171.54,172.34,51050440.0
2024-02-13,AMZN,167.73,170.95,165.75,168.64,56345122.0
2024-02-13,AMZN,167.73,170.95,165.75,168.64,56345122.0
2024-02-14,AMZN,169.21,171.21,168.28,170.98,42815544.0
2024-02-14,AMZN,169.21,171.21,168.28,170.98,42815544.0
2024-02-15,AMZN,170.58,171.17,167.59,169.8,49855196.0
2024-02-15,AMZN,170.58,171.17,167.59,169.8,49855196.0
2024-02-16,AMZN,168.74,170.42,167.17,169.51,48107744.0
2024-02-16,AMZN,168.74,170.42,167.17,169.51,48107744.0
2024-02-20,AMZN,167.83,168.71,165.74,167.08,41980326.0
2024-02-20,AMZN,167.83,168.71,165.74,167.08,41980326.0
2024-02-21,AMZN,168.94,170.23,167.14,168.59,44575623.0
2024-02-21,AMZN,168.94,170.23,167.14,168.59,44575623.0
2024-02-22,AMZN,173.1,174.8,171.77,174.58,55392354.0
2024-02-22,AMZN,173.1,174.8,171.77,174.58,55392354.0
2024-02-23,AMZN,174.28,175.75,173.7,174.99,59715243.0
2024-02-23,AMZN,174.28,175.75,173.7,174.99,59715243.0
2024-02-26,AMZN,175.7,176.37,174.26,174.73,44368614.0
2024-02-26,AMZN,175.7,176.37,174.26,174.73,44368614.0
2024-02-27,AMZN,174.075,174.62,172.86,173.54,31143351.0
2024-02-27,AMZN,174.075,174.62,172.86,173.54,31143351.0
2024-02-28,AMZN,172.44,174.05,172.27,173.16,28180482.0
2024-02-28,AMZN,172.44,174.05,172.27,173.16,28180482.0
2024-02-29,AMZN,173.01,177.22,172.85,176.76,53805359.0
2024-02-29,AMZN,173.01,177.22,172.85,176.76,53805359.0
2024-03-01,AMZN,176.75,178.725,176.07,178.22,31981152.0
2024-03-01,AMZN,176.75,178.725,176.07,178.22,31981152.0
2024-03-04,AMZN,177.53,180.14,177.49,177.58,37381520.0
2024-03-05,AMZN,176.93,176.93,173.303,174.12,37228343.0
2024-03-06,AMZN,175.54,176.46,173.26,173.51,32090926.0
2024-03-07,AMZN,174.83,177.99,173.72,176.82,34063283.0
2024-03-08,AMZN,176.44,178.785,174.33,175.35,37893242.0
2024-03-11,AMZN,174.31,174.47,171.47,171.96,28484777.0
2024-03-12,AMZN,173.5,176.76,171.98,175.39,36610604.0
2024-03-13,AMZN,175.9,177.62,175.55,176.555,30772600.0
2024-03-14,AMZN,177.69,179.53,176.465,178.75,43705840.0
2024-03-15,AMZN,176.64,177.93,173.9,174.42,72222390.0
2024-03-18,AMZN,175.8,176.69,174.28,174.48,31250688.0
2024-03-19,AMZN,174.215,176.09,173.52,175.9,26880893.0
2024-03-20,AMZN,176.14,178.53,174.64,178.15,29947150.0
2024-03-21,AMZN,179.988,181.415,178.15,178.15,32824320.0
2024-03-22,AMZN,177.752,179.255,176.75,178.87,27995378.0
2024-03-25,AMZN,178.01,180.99,177.24,179.71,29815464.0
2024-03-26,AMZN,180.15,180.45,177.95,178.3,29658982.0
2024-03-27,AMZN,179.88,180.0,177.3099,179.83,33272551.0
2024-03-28,AMZN,180.17,181.7,179.26,180.38,38051588.0
2024-04-01,AMZN,180.79,183.0,179.95,180.97,29174521.0
2024-04-02,AMZN,179.07,180.79,178.3762,180.69,32611546.0
2024-04-03,AMZN,179.9,182.87,179.8,182.41,31046638.0
2024-04-04,AMZN,184.0,185.1,180.0,180.0,41624261.0
2024-04-05,AMZN,182.38,186.27,181.97,185.07,42373992.0
2024-04-08,AMZN,186.9,187.29,184.81,185.19,39221282.0
2024-04-09,AMZN,187.24,187.34,184.2,185.67,36546946.0
2024-04-10,AMZN,182.765,186.2699,182.67,185.95,35879151.0
2024-04-11,AMZN,186.74,189.77,185.51,189.05,40020742.0
2024-04-12,AMZN,187.72,188.38,185.08,186.13,38569441.0
2024-04-15,AMZN,187.425,188.69,183.0,183.62,48052395.0
2024-04-16,AMZN,183.27,184.83,182.26,183.32,32891265.0
2024-04-17,AMZN,184.31,184.57,179.82,181.28,31358851.0
2024-04-18,AMZN,181.47,182.39,178.65,179.22,30723793.0
2024-04-19,AMZN,178.74,179.0,173.44,174.63,56000729.0
2024-04-22,AMZN,176.94,178.87,174.56,177.23,37924890.0
2024-04-23,AMZN,178.08,179.93,175.975,179.54,37046519.0
2024-04-24,AMZN,179.94,180.323,176.18,176.59,34185109.0
2024-04-25,AMZN,169.68,173.92,166.32,173.67,49249390.0
2024-04-26,AMZN,177.795,180.82,176.13,179.62,43919765.0
2024-04-29,AMZN,182.75,183.53,179.39,180.96,54067637.0
2024-04-30,AMZN,181.09,182.99,174.8,175.0,94639786.0
2024-05-01,AMZN,181.635,185.15,176.56,179.0,94645148.0
2024-05-02,AMZN,180.85,185.1,179.91,184.72,54303510.0
2024-05-03,AMZN,186.99,187.87,185.42,186.21,39172004.0
2024-05-06,AMZN,186.28,188.745,184.8,188.7,34725295.0
2024-05-07,AMZN,188.92,189.94,187.305,188.76,34048902.0
2024-05-08,AMZN,187.44,188.43,186.385,188.0,26136350.0
2024-05-09,AMZN,188.88,191.7,187.44,189.5,43368377.0
2024-05-10,AMZN,189.16,189.892,186.93,187.48,34141771.0
2024-05-13,AMZN,188.0,188.31,185.36,186.57,24898613.0
2024-05-14,AMZN,183.82,187.72,183.45,187.07,38698155.0
2024-05-15,AMZN,185.97,186.7193,182.73,185.99,75459927.0
2024-05-16,AMZN,185.6,187.31,183.46,183.63,38834450.0
2024-05-17,AMZN,183.76,185.3,183.35,184.7,33175655.0
2024-05-20,AMZN,184.34,186.665,183.28,183.54,30511768.0
2024-05-21,AMZN,182.3,183.26,180.75,183.15,50839129.0
2024-05-22,AMZN,183.88,185.22,181.9715,183.13,28148784.0
2024-05-23,AMZN,183.66,184.76,180.08,181.05,33670173.0
2024-05-24,AMZN,181.65,182.435,180.3,180.75,27471640.0
2024-05-28,AMZN,179.93,182.24,179.49,182.15,29926963.0
2024-05-29,AMZN,181.7,184.08,181.55,182.02,32009294.0
2024-05-30,AMZN,181.31,181.34,178.355,179.32,29249229.0
2024-05-31,AMZN,178.3,179.21,173.87,176.44,58903939.0
2024-06-03,AMZN,177.7,178.7,175.92,178.34,30786640.0
2024-06-04,AMZN,177.64,179.82,176.44,179.34,27198388.0
2024-06-05,AMZN,180.1,181.5,178.75,181.28,32116394.0
2024-06-06,AMZN,181.745,185.0,181.49,185.0,31371151.0
2024-06-07,AMZN,184.9,186.2888,183.36,184.3,28021473.0
2024-06-10,AMZN,184.07,187.23,183.79,187.06,34494498.0
2024-06-11,AMZN,187.06,187.77,184.5373,187.23,27265108.0
2024-06-12,AMZN,188.015,188.35,185.43,186.89,33984216.0
2024-06-13,AMZN,186.09,187.67,182.666,183.83,39721545.0
2024-06-14,AMZN,183.08,183.72,182.23,183.66,25456410.0
2024-06-17,AMZN,182.52,185.0,181.22,184.06,35601907.0
2024-06-18,AMZN,183.735,184.29,181.43,182.81,36659157.0
2024-06-20,AMZN,182.91,186.51,182.72,186.1,44726779.0
2024-06-21,AMZN,187.8,189.275,185.86,189.08,72931754.0
2024-06-24,AMZN,189.33,191.0,185.33,185.57,50610379.0
2024-06-25,AMZN,186.81,188.84,185.42,186.34,45898475.0
2024-06-26,AMZN,186.92,194.8,186.26,193.61,65103893.0
2024-06-27,AMZN,195.005,199.84,194.2,197.85,74397491.0
2024-06-28,AMZN,197.73,198.85,192.5,193.25,76816293.0
2024-07-01,AMZN,193.49,198.2957,192.82,197.2,41192011.0
2024-07-02,AMZN,197.28,200.43,195.93,200.0,45600013.0
2024-07-03,AMZN,199.94,200.029,196.7601,197.59,31597926.0
2024-07-05,AMZN,198.65,200.55,198.17,200.0,39858885.0
2024-07-08,AMZN,200.04,201.2,197.96,199.29,34767261.0
2024-07-09,AMZN,199.4,200.57,199.045,199.34,32756736.0
2024-07-10,AMZN,199.995,200.11,197.69,199.79,32883753.0
2024-07-11,AMZN,200.09,200.2699,192.86,195.05,44565041.0
2024-07-12,AMZN,194.8,196.47,193.8301,194.49,30598525.0
2024-07-15,AMZN,194.56,196.19,190.83,192.72,40683227.0
2024-07-16,AMZN,195.59,196.62,192.24,193.02,33994714.0
2024-07-17,AMZN,191.35,191.58,185.99,187.93,48076139.0
2024-07-18,AMZN,189.59,189.68,181.448,183.75,51043626.0
2024-07-19,AMZN,181.14,184.93,180.11,183.13,43081829.0
2024-07-22,AMZN,185.0,185.06,182.48,182.55,39931923.0
2024-07-23,AMZN,184.1,189.39,183.56,186.41,47537670.0
2024-07-24,AMZN,183.2,185.45,180.41,180.83,41532360.0
2024-07-25,AMZN,182.91,183.8958,176.8,179.85,44464163.0
2024-07-26,AMZN,180.39,183.19,180.24,182.5,29505964.0
2024-07-29,AMZN,183.84,184.75,182.38,183.2,33270123.0
2024-07-30,AMZN,184.72,185.86,179.38,181.71,39508574.0
2024-07-31,AMZN,185.05,187.94,184.46,186.98,41667326.0
2024-08-01,AMZN,189.285,190.6,181.87,184.07,70435635.0
2024-08-02,AMZN,166.75,168.77,160.55,167.9,141448365.0
2024-08-05,AMZN,154.21,162.96,151.61,161.02,83149437.0
2024-08-06,AMZN,161.71,165.08,158.5404,161.93,59950830.0
2024-08-07,AMZN,166.55,167.58,161.43,162.77,48408240.0
2024-08-08,AMZN,165.165,166.6899,162.55,165.8,44616206.0
2024-08-09,AMZN,166.4,168.55,165.85,166.94,36401049.0
2024-08-12,AMZN,168.14,168.55,166.1101,166.8,30072788.0
2024-08-13,AMZN,167.81,171.04,167.1,170.23,39237915.0
2024-08-14,AMZN,172.11,172.28,168.86,170.1,28843804.0
2024-08-15,AMZN,174.86,177.91,173.99,177.59,51698513.0
2024-08-16,AMZN,177.04,178.34,176.2601,177.06,31489175.0
2024-08-19,AMZN,177.64,178.3,176.16,178.22,31129807.0
2024-08-20,AMZN,177.92,179.01,177.4308,178.88,26255204.0
2024-08-21,AMZN,179.92,182.385,178.8937,180.11,35599120.0
2024-08-22,AMZN,181.38,181.47,175.68,176.13,32047482.0
2024-08-23,AMZN,177.34,178.9699,175.24,177.04,29150091.0
2024-08-26,AMZN,176.7,177.4682,174.3,175.5,22366236.0
2024-08-27,AMZN,174.15,174.89,172.25,173.12,29841979.0
2024-08-28,AMZN,173.69,173.69,168.92,170.8,29045025.0
2024-08-29,AMZN,173.22,174.29,170.81,172.12,26407815.0
2024-08-30,AMZN,172.78,178.9,172.6,178.5,43429355.0
2024-09-03,AMZN,177.55,178.26,175.26,176.25,37817511.0
2024-09-04,AMZN,174.48,175.98,172.54,173.33,30309225.0
2024-09-05,AMZN,175.0,179.875,174.995,177.89,40170526.0
2024-09-06,AMZN,177.24,178.38,171.16,171.39,41466537.0
2024-09-09,AMZN,174.53,175.85,173.51,175.4,29037362.0
2024-09-10,AMZN,177.49,180.5,176.79,179.55,36233796.0
2024-09-11,AMZN,180.095,184.99,175.73,184.52,42564698.0
2024-09-12,AMZN,184.8,187.41,183.54,187.0,33622483.0
2024-09-13,AMZN,187.0,188.5,185.91,186.49,26495351.0
2024-09-16,AMZN,185.29,185.81,183.36,184.89,26065485.0
2024-09-17,AMZN,186.85,189.45,186.14,186.88,26091682.0
2024-09-18,AMZN,186.45,188.8,185.06,186.43,34448130.0
2024-09-19,AMZN,190.04,190.99,188.47,189.87,39543168.0
2024-09-20,AMZN,190.23,191.84,187.41,191.6,100378553.0
2024-09-23,AMZN,191.64,194.45,190.57,193.88,36993111.0
2024-09-24,AMZN,194.27,195.37,190.13,193.96,43478926.0
2024-09-25,AMZN,193.75,193.9498,192.16,192.53,26391144.0
2024-09-26,AMZN,194.31,194.53,189.54,191.16,36334854.0
2024-09-27,AMZN,190.68,190.9,187.34,187.97,36002316.0
2024-09-30,AMZN,187.14,188.49,184.65,186.33,41680400.0
2024-10-01,AMZN,184.9,186.19,183.4519,185.13,36044906.0
2024-10-02,AMZN,184.44,186.6,184.04,184.76,23704056.0
2024-10-03,AMZN,183.045,183.44,180.875,181.96,30204302.0
2024-10-04,AMZN,185.75,187.6,183.6,186.51,41079011.0
2024-10-07,AMZN,182.95,183.6,180.25,180.8,42364201.0
2024-10-08,AMZN,181.915,183.09,180.92,182.72,26372086.0
2024-10-09,AMZN,182.82,185.845,182.05,185.17,26343117.0
2024-10-10,AMZN,187.13,188.134,185.83,186.65,27785043.0
2024-10-11,AMZN,186.63,189.9284,186.3,188.82,25751557.0
2024-10-14,AMZN,189.78,189.83,187.36,187.54,22614407.0
2024-10-15,AMZN,187.63,188.41,184.58,187.69,32178925.0
2024-10-16,AMZN,187.05,187.78,185.61,186.89,23456812.0
2024-10-17,AMZN,188.22,188.94,186.0,187.53,25039414.0
2024-10-18,AMZN,187.15,190.74,186.28,188.99,37417670.0
2024-10-21,AMZN,188.05,189.46,186.4,189.07,24639393.0
2024-10-22,AMZN,188.35,191.5201,186.975,189.7,29650593.0
2024-10-23,AMZN,188.85,189.16,183.69,184.71,31937089.0
2024-10-24,AMZN,185.25,187.11,183.86,186.38,21647395.0
2024-10-25,AMZN,187.85,190.45,187.53,187.83,29362060.0
2024-10-28,AMZN,189.565,190.21,188.21,188.39,27930836.0
2024-10-29,AMZN,188.58,191.4599,187.815,190.83,35690158.0
2024-10-30,AMZN,194.695,195.61,192.42,192.73,37707550.0
2024-10-31,AMZN,190.51,190.6,185.23,186.4,75146759.0
2024-11-01,AMZN,199.0,200.5,197.02,197.93,99687847.0
2024-11-04,AMZN,196.45,197.33,194.3101,195.78,38492062.0
2024-11-05,AMZN,196.04,199.82,195.99,199.5,30564784.0
2024-11-06,AMZN,200.01,207.55,199.14,207.09,72292167.0
2024-11-07,AMZN,207.44,212.25,207.19,210.05,52878383.0
2024-11-08,AMZN,209.72,209.9633,207.44,208.18,36075846.0
2024-11-11,AMZN,208.5,209.65,205.59,206.84,35456012.0
2024-11-12,AMZN,208.37,209.54,206.01,208.91,38942918.0
2024-11-13,AMZN,209.4,215.09,209.14,214.1,46212943.0
2024-11-14,AMZN,214.16,215.9,210.88,211.48,42620309.0
2024-11-15,AMZN,206.76,207.34,199.61,202.61,86591144.0
2024-11-18,AMZN,204.15,204.67,200.95,201.7,36523187.0
2024-11-19,AMZN,199.33,205.3,198.78,204.61,31213867.0
2024-11-20,AMZN,202.98,203.13,199.45,202.88,32714325.0
2024-11-21,AMZN,203.49,203.49,195.75,198.38,58800042.0
2024-11-22,AMZN,198.25,199.2599,196.75,197.12,31530844.0
2024-11-25,AMZN,199.28,201.9499,199.0,201.45,40685672.0
2024-11-26,AMZN,201.9,208.0,201.79,207.86,41673737.0
2024-11-27,AMZN,206.98,207.64,205.05,205.74,28061638.0
2024-11-29,AMZN,205.83,208.2,204.59,207.89,24892447.0
2024-12-02,AMZN,209.96,212.99,209.5101,210.71,39523185.0
2024-12-03,AMZN,210.31,214.02,209.65,213.44,32214828.0
2024-12-04,AMZN,215.96,220.0,215.75,218.16,48745716.0
2024-12-05,AMZN,218.03,222.15,217.3,220.55,41140220.0
2024-12-06,AMZN,220.75,227.15,220.6,227.03,44178069.0
2024-12-09,AMZN,227.21,230.08,225.67,226.09,46819363.0
2024-12-10,AMZN,226.09,229.06,224.2002,225.04,31199864.0
2024-12-11,AMZN,226.41,231.2,226.26,230.26,35385785.0
2024-12-12,AMZN,229.83,231.09,227.63,228.97,28204084.0
2024-12-13,AMZN,228.4,230.2,225.8608,227.46,28768080.0
2024-12-16,AMZN,230.23,233.0,228.01,232.93,37552096.0
2024-12-17,AMZN,232.39,232.73,227.85,231.15,35948131.0
2024-12-18,AMZN,230.77,231.3999,220.11,220.52,43281443.0
2024-12-19,AMZN,224.91,226.09,222.92,223.29,39918739.0
2024-12-20,AMZN,219.84,226.21,218.73,224.92,88279184.0
2024-12-23,AMZN,225.01,226.88,223.9,225.06,28070007.0
2024-12-24,AMZN,226.94,229.14,226.13,229.05,15007497.0
2024-12-26,AMZN,228.5,228.5,226.6706,227.05,16174500.0
2024-12-27,AMZN,225.6,226.03,220.9,223.75,27367147.0
2024-12-30,AMZN,220.06,222.9972,218.43,221.3,28321240.0
2024-12-31,AMZN,222.965,223.2299,218.94,219.39,24819655.0
2025-01-02,AMZN,222.03,225.15,218.19,220.22,33956579.0
2025-01-03,AMZN,222.505,225.36,221.62,224.19,27515606.0
2025-01-06,AMZN,226.78,228.835,224.84,227.61,31849831.0
2025-01-07,AMZN,227.9,228.381,221.46,222.11,28084164.0
2025-01-08,AMZN,223.185,223.52,220.2,222.13,25033292.0
2025-01-10,AMZN,221.46,221.71,216.5,218.94,36811525.0
2025-01-13,AMZN,218.06,219.4,216.47,218.46,27262655.0
2025-01-14,AMZN,220.44,221.82,216.2,217.76,24711650.0
2025-01-15,AMZN,222.83,223.57,220.75,223.35,31291257.0
2025-01-16,AMZN,224.42,224.65,220.31,220.66,24757276.0
2025-01-17,AMZN,225.84,226.51,223.08,225.94,42370123.0
2025-01-21,AMZN,228.9,231.78,226.94,230.71,39951456.0
2025-01-22,AMZN,232.02,235.44,231.19,235.01,41448217.0
2025-01-23,AMZN,234.1,235.52,231.51,235.42,26404364.0
2025-01-24,AMZN,234.5,236.4,232.93,234.85,25890738.0
2025-01-27,AMZN,226.21,235.61,225.86,235.42,49428332.0
2025-01-28,AMZN,234.29,241.77,233.98,238.15,41587188.0
2025-01-29,AMZN,239.015,240.39,236.15,237.07,26091716.0
2025-01-30,AMZN,237.14,237.95,232.22,234.64,32020728.0
2025-01-31,AMZN,236.5,240.29,236.41,237.68,36162377.0
2025-02-03,AMZN,234.06,239.25,232.9,237.42,37247791.0
2025-02-04,AMZN,239.01,242.52,238.03,242.06,29606288.0
2025-02-05,AMZN,237.02,238.32,235.2,236.17,38832042.0
2025-02-06,AMZN,238.01,239.6599,236.01,238.83,60897095.0
2025-02-07,AMZN,232.5,234.81,228.06,229.15,77333757.0
2025-02-10,AMZN,230.545,233.92,229.2,233.14,35404988.0
2025-02-11,AMZN,231.92,233.44,230.13,232.76,23713726.0
2025-02-12,AMZN,230.46,231.18,228.16,228.93,32285249.0
2025-02-13,AMZN,228.85,230.42,227.52,230.37,31346512.0
2025-02-14,AMZN,229.2,229.89,227.23,228.68,27031084.0
2025-02-18,AMZN,228.82,229.3,223.72,226.65,42975133.0
2025-02-19,AMZN,225.52,226.83,223.71,226.63,28519384.0
2025-02-20,AMZN,224.775,225.13,221.81,222.88,30001665.0
2025-02-21,AMZN,223.28,223.31,214.74,216.58,55323850.0
2025-02-24,AMZN,217.45,217.715,212.42,212.71,42387585.0
2025-02-25,AMZN,211.63,213.34,204.16,212.8,58957977.0
2025-02-26,AMZN,214.94,218.16,213.09,214.35,39120603.0
2025-02-27,AMZN,218.35,219.97,208.37,208.74,40548571.0
2025-02-28,AMZN,208.65,212.62,206.99,212.28,51771737.0
2025-03-03,AMZN,213.352,214.01,202.55,205.02,42948447.0
2025-03-04,AMZN,200.11,206.8,197.432,203.8,60853084.0
2025-03-05,AMZN,204.8,209.98,203.26,208.36,38610085.0
2025-03-06,AMZN,204.4,205.77,198.3015,200.7,49863755.0
2025-03-07,AMZN,199.49,202.2653,192.53,199.25,59802821.0
